Item	Category	Sources
Abyssos Weapon Coffer (IL 635)	Instance	Abyssos: The Eighth Circle (Savage)
Abyssos Leg Gear Coffer (IL 630)	Instance	Abyssos: The Seventh Circle (Savage)
Abyssos Ring Coffer (IL 630)	Instance	Abyssos: The Fifth Circle (Savage)
Ruby Tide Necklace of Fending	Instance	Shisui of the Violet Tides
Ghost Barque Choker of Slaying	Instance	The Sirensong Sea
Augmented Shire Philosopher's Choker	Loot	Shire Philosopher's Accessories Coffer
Ruby Tide Necklace of Healing	Instance	Shisui of the Violet Tides
Ghost Barque Choker of Aiming	Instance	The Sirensong Sea
Alexandrian Neckband of Aiming	Instance	Alexander - The Eyes of the Creator (Savage)
Ruby Tide Necklace of Slaying	Instance	Shisui of the Violet Tides
Augmented Shire Preceptor's Choker	Loot	Shire Preceptor's Accessories Coffer
Alexandrian Neckband of Slaying	Instance	Alexander - The Eyes of the Creator (Savage)
Ghost Barque Choker of Healing	Instance	The Sirensong Sea
Augmented Shire Conservator's Choker	Loot	Shire Conservator's Accessories Coffer
Ruby Tide Necklace of Aiming	Instance	Shisui of the Violet Tides
Ruby Tide Necklace of Casting	Instance	Shisui of the Violet Tides
Alexandrian Neckband of Fending	Instance	Alexander - The Eyes of the Creator (Savage)
Alexandrian Neckband of Healing	Instance	Alexander - The Eyes of the Creator (Savage)
Alexandrian Neckband of Casting	Instance	Alexander - The Eyes of the Creator (Savage)
Ghost Barque Choker of Fending	Instance	The Sirensong Sea
Aetherial Spinel Earrings	Instance	The Aurum Vale
Aetherial Pearl Earrings	Instance	Cutter's Cry
Aetherial Zircon Earrings	Instance	The Aurum Vale
Aetherial Amber Earrings	Instance	The Aurum Vale
Aetherial Turquoise Earrings	Instance	The Aurum Vale
Aetherial Tourmaline Earrings	Instance	The Aurum Vale
Aetherial Peridot Earrings	Instance	Cutter's Cry
Aetherial Rubellite Earrings	Instance	The Aurum Vale
Aetherial Goshenite Earrings	Instance	Cutter's Cry
Aetherial Amethyst Earrings	Instance	Cutter's Cry
Aetherial Heliodor Earrings	Instance	Cutter's Cry
Aetherial Aquamarine Earrings	Instance	Cutter's Cry
Shinryu Weapon Coffer (IL 335)	Instance	The Minstrel's Ballad: Shinryu's Domain
Tidal Weapon Coffer (IL 95)	Instance	The Whorleater (Extreme)
Horde Weapon Coffer (IL 235)	Instance	The Minstrel's Ballad: Nidhogg's Rage
No.2 Type B Materiel Storage Crate	Instance	The Copied Factory
Mogpon Coffer (IL 75)	Instance	Thornmarch (Hard)
Vortex Weapon Coffer (IL 70)	Instance	The Howling Eye (Hard)
Expanse Weapon Coffer (IL 175)	Instance	The Limitless Blue (Extreme)
Susano Weapon Coffer (IL 320)	Instance	The Pool of Tribute (Extreme)
Tsukuyomi Weapon Coffer (IL 365)	Instance	The Minstrel's Ballad: Tsukuyomi's Pain
Byakko Weapon Coffer (IL 355)	Instance	The Jade Stoa (Extreme)
Levin Weapon Coffer (IL 100)	Instance	The Striking Tree (Extreme)
Inferno Weapon Coffer (IL 60)	Instance	The Bowl of Embers (Hard)
Heavens Weapon Coffer (IL 205)	Instance	The Minstrel's Ballad: Thordan's Reign
Suzaku Weapon Coffer (IL 385)	Instance	Hells' Kier (Extreme)
Sophic Weapon Coffer (IL 255)	Instance	Containment Bay P1T6 (Extreme)
Aetherial Garnet Earrings	Instance	Cutter's Cry
Hive Weapon Coffer (IL 190)	Instance	Thok ast Thok (Extreme)
Titania Weapon Coffer (IL 450)	Instance	The Dancing Plague (Extreme)
Ice Weapon Coffer (IL 110)	Instance	The Akh Afah Amphitheatre (Extreme)
Forgefiend's Costume Trousers	Loot	Forgefiend's Costume Coffer
Warg Tights of Healing	Instance	The Grand Cosmos
Millfiend's Costume Kecks	Loot	Millfiend's Costume Coffer
Fieldfiend's Costume Slops	Loot	Fieldfiend's Costume Coffer
Gemfiend's Costume Trousers	Loot	Gemfiend's Costume Coffer
Minefiend's Costume Slops	Loot	Minefiend's Costume Coffer
Hidefiend's Costume Kecks	Loot	Hidefiend's Costume Coffer
Boltfiend's Costume Slacks	Loot	Boltfiend's Costume Coffer
Cauldronfiend's Costume Kecks	Loot	Cauldronfiend's Costume Coffer
Galleyfiend's Costume Trousers	Loot	Galleyfiend's Costume Coffer
Valerian Wizard's Longkilt	Instance	Neverreap	The Fractal Continuum
Valerian Terror Knight's Trousers	Instance	Neverreap	The Fractal Continuum
Valerian Shaman's Smalls	Instance	Neverreap	The Fractal Continuum
Valerian Dragoon's Trousers	Instance	Neverreap	The Fractal Continuum
Valerian Smuggler's Gaskins	Instance	Neverreap	The Fractal Continuum
Valerian Fusilier's Sarouel	Instance	Neverreap	The Fractal Continuum
Blessed Gown	Instance	Pharos Sirius	Copperbell Mines (Hard)	Haukke Manor (Hard)
Strategos Bliaud	Instance	Pharos Sirius	Copperbell Mines (Hard)	Haukke Manor (Hard)
Alpine War Jacket	Instance	The Wanderer's Palace	Amdapor Keep
Toxotes Tunic	Instance	Pharos Sirius	Copperbell Mines (Hard)	Haukke Manor (Hard)
Lord's Cuirass	Instance	Pharos Sirius	Copperbell Mines (Hard)	Haukke Manor (Hard)
Thick Haubergeon	Instance	Pharos Sirius	Copperbell Mines (Hard)	Haukke Manor (Hard)
War Harness	Instance	Pharos Sirius	Copperbell Mines (Hard)	Haukke Manor (Hard)
Noble's Jacket	Instance	Pharos Sirius	Copperbell Mines (Hard)	Haukke Manor (Hard)
Mercenary's Acton	Instance	The Wanderer's Palace	Amdapor Keep
Austere Cowl	Instance	Pharos Sirius	Copperbell Mines (Hard)	Haukke Manor (Hard)
Sipahi Shirt	Instance	The Wanderer's Palace	Amdapor Keep
Demagogue Halfrobe	Instance	Pharos Sirius	Copperbell Mines (Hard)	Haukke Manor (Hard)
Hoplite Tabard	Instance	Pharos Sirius	Copperbell Mines (Hard)	Haukke Manor (Hard)
Idealized Leg Gear Coffer (IL 480)	Instance	Memoria Misera (Extreme)
Idealized Foot Gear Coffer (IL 480)	Instance	Memoria Misera (Extreme)
Idealized Chest Gear Coffer (IL 480)	Instance	Memoria Misera (Extreme)
Idealized Head Gear Coffer (IL 480)	Instance	Memoria Misera (Extreme)
Diamond Necklace of Fending	Loot	Diamond Necklace Coffer (IL 370)
Royal Volunteer's Choker of Healing	Instance	The Burn	Saint Mocianne's Arboretum (Hard)
Alliance Necklace of Aiming	Instance	The Ghimlyt Dark
Royal Volunteer's Choker of Casting	Instance	The Burn	Saint Mocianne's Arboretum (Hard)
Diamond Necklace of Healing	Loot	Diamond Necklace Coffer (IL 370)
Alliance Necklace of Slaying	Instance	The Ghimlyt Dark
Dai-ryumyaku Necklace of Aiming	Loot	Dai-ryumyaku Accessories of Aiming Coffer (IL 370)
Hematite Choker of Casting	Loot	White Oak Necklace Coffer (IL 385)
Hematite Choker of Aiming	Loot	White Oak Necklace Coffer (IL 385)
Diamond Necklace of Aiming	Loot	Diamond Necklace Coffer (IL 370)
Alliance Necklace of Casting	Instance	The Ghimlyt Dark
Diamond Necklace of Casting	Loot	Diamond Necklace Coffer (IL 370)
Royal Volunteer's Choker of Aiming	Instance	The Burn	Saint Mocianne's Arboretum (Hard)
Dai-ryumyaku Necklace of Fending	Loot	Dai-ryumyaku Accessories of Fending Coffer (IL 370)
Alliance Necklace of Healing	Instance	The Ghimlyt Dark
Dai-ryumyaku Necklace of Slaying	Loot	Dai-ryumyaku Accessories of Slaying Coffer (IL 370)
Royal Volunteer's Choker of Fending	Instance	The Burn	Saint Mocianne's Arboretum (Hard)
Dai-ryumyaku Necklace of Casting	Loot	Dai-ryumyaku Accessories of Casting Coffer (IL 370)
Hematite Choker of Slaying	Loot	White Oak Necklace Coffer (IL 385)
Royal Volunteer's Choker of Slaying	Instance	The Burn	Saint Mocianne's Arboretum (Hard)
Hematite Choker of Healing	Loot	White Oak Necklace Coffer (IL 385)
Infantry Thighboots	Instance	Brayflox's Longstop
Appointed Gloves	Loot	Appointed Attire Coffer
Vigil Boots	Instance	The Stone Vigil
Conquistador Thighboots	Instance	Cutter's Cry
Qarn Boots	Instance	The Sunken Temple of Qarn
Peacelover's Gloves	Loot	Peacelover's Attire Coffer
Qarn Duckbills	Instance	The Sunken Temple of Qarn
Manor Scale Greaves	Instance	Haukke Manor
Vigil Sollerets	Instance	The Stone Vigil
Cavalry Sabatons	Instance	Brayflox's Longstop
Vigil Pattens	Instance	The Stone Vigil
Engineer's Leggings	Instance	Cutter's Cry
Hraesvelgr Gloves	Loot	Hraesvelgr Attire Coffer
Precision Gordian Spring	Instance	Alexander - The Arm of the Father
Precision Gordian Bolt	Instance	Alexander - The Fist of the Father
Troian Ring of Aiming	Instance	The Fell Court of Troia
Eternal Dark Ring of Aiming	Instance	The Minstrel's Ballad: Zodiark's Fall
Precision Gordian Shaft	Instance	Alexander - The Burden of the Father
Troian Ring of Casting	Instance	The Fell Court of Troia
The Last Ring of Fending	Instance	The Dead Ends	Smileton	The Stigma Dreamscape
Eternal Dark Ring of Slaying	Instance	The Minstrel's Ballad: Zodiark's Fall
The Last Ring of Slaying	Instance	The Dead Ends	Smileton	The Stigma Dreamscape
Darbar Ring of Healing	Instance	Alzadaal's Legacy
The Last Ring of Aiming	Instance	The Dead Ends	Smileton	The Stigma Dreamscape
Darbar Ring of Fending	Instance	Alzadaal's Legacy
Darbar Ring of Aiming	Instance	Alzadaal's Legacy
Etheirys Ring of Casting	Instance	The Aitiascope
Eternal Dark Ring of Fending	Instance	The Minstrel's Ballad: Zodiark's Fall
Etheirys Ring of Aiming	Instance	The Aitiascope
Darbar Ring of Slaying	Instance	Alzadaal's Legacy
Eternal Dark Ring of Casting	Instance	The Minstrel's Ballad: Zodiark's Fall
Troian Ring of Healing	Instance	The Fell Court of Troia
The Last Ring of Healing	Instance	The Dead Ends	Smileton	The Stigma Dreamscape
Etheirys Ring of Slaying	Instance	The Aitiascope
Etheirys Ring of Fending	Instance	The Aitiascope
Eternal Dark Ring of Healing	Instance	The Minstrel's Ballad: Zodiark's Fall
Darbar Ring of Casting	Instance	Alzadaal's Legacy
The Last Ring of Casting	Instance	The Dead Ends	Smileton	The Stigma Dreamscape
Wave Staff	Loot	Tidal Weapon Coffer (IL 95)
Wave Staff	Instance	The Whorleater (Extreme)
Elder Staff	Loot	Level 50 Weapon Coffer (IL 90)
Ivory Staff	Loot	Level 49 Weapon Coffer
Dzemael Staff	Instance	Dzemael Darkhold
Adjudicator's Staff	Loot	Levin Weapon Coffer (IL 100)
Adjudicator's Staff	Instance	The Striking Tree (Extreme)
Giantsgall Longstaff	Loot	Level 50 Weapon Coffer (IL 70)
Darklight Staff	Instance	The Wanderer's Palace	Amdapor Keep
Staff of Crags	Loot	Crag Weapon Coffer (IL 80)
Staff of Crags	Instance	The Navel (Hard)
Garuda's Van	Loot	Vortex Weapon Coffer (IL 70)
Garuda's Van	Instance	The Howling Eye (Hard)
Keep of Saints	Instance	The Stone Vigil
Harlequin's Cap	Instance	Dzemael Darkhold
Buccaneer's Tricorne	Instance	Dzemael Darkhold
Templar's Chain Coif	Instance	Dzemael Darkhold
Conqueror's Armguards	Instance	Sohr Khai	Hullbreaker Isle (Hard)
Yafaemi Halfgloves of Aiming	Instance	The Weeping City of Mhach
Yafaemi Gloves of Striking	Instance	The Weeping City of Mhach
Panegyrist's Armwraps	Instance	Sohr Khai	Hullbreaker Isle (Hard)
Subjugator's Armguards	Instance	Sohr Khai	Hullbreaker Isle (Hard)
Yafaemi Gloves of Scouting	Instance	The Weeping City of Mhach
Yafaemi Gauntlets of Fending	Instance	The Weeping City of Mhach
Valkyrie's Gloves of Maiming	Instance	Xelphatol	The Great Gubal Library (Hard)
Valkyrie's Gloves of Healing	Instance	Xelphatol	The Great Gubal Library (Hard)
Yafaemi Gauntlets of Maiming	Instance	The Weeping City of Mhach
Valkyrie's Gloves of Aiming	Instance	Xelphatol	The Great Gubal Library (Hard)
Valkyrie's Gloves of Striking	Instance	Xelphatol	The Great Gubal Library (Hard)
Wrangler's Gloves	Instance	Sohr Khai	Hullbreaker Isle (Hard)
Viking Armguards	Instance	Sohr Khai	Hullbreaker Isle (Hard)
Prophet's Armwraps	Instance	Sohr Khai	Hullbreaker Isle (Hard)
Ravager's Chains	Loot	Ravager's Armor Coffer (IL 210)
Creed Gauntlets	Loot	Creed Armor Coffer (IL 210)
Slate Grey Dye	Instance	The Dusk Vigil
Dalamud Red Dye	Instance	The Fractal Continuum
Clear Prism	Instance	The Dusk Vigil	Sohm Al	The Aery	The Vault	The Great Gubal Library	Neverreap	The Fractal Continuum
Blood Red Dye	Instance	The Great Gubal Library
Sunset Orange Dye	Instance	The Fractal Continuum
Coral Pink Dye	Instance	The Great Gubal Library
Goobbue Grey Dye	Instance	The Dusk Vigil
Soot Black Dye	Instance	The Fractal Continuum
Omega Choker of Aiming	Loot	Omega Necklace Coffer (IL 400)
Charcoal Grey Dye	Instance	The Dusk Vigil
Voeburtite Necklace of Slaying	Instance	Dohn Mheg
Atrociraptorskin Necklace of Healing	Loot	Bluespirit Necklace Coffer (IL 403)
Ravel Keeper's Choker of Fending	Instance	The Qitana Ravel
Ravel Keeper's Choker of Slaying	Instance	The Qitana Ravel
Augmented Scaevan Choker of Healing	Loot	Scaevan Accessories of Healing Coffer
Diaspore Choker of Casting	Loot	Deepgold Necklace Coffer (IL 395)
Ravel Keeper's Choker of Healing	Instance	The Qitana Ravel
Augmented Scaevan Choker of Casting	Loot	Scaevan Accessories of Casting Coffer
Diaspore Choker of Slaying	Loot	Deepgold Necklace Coffer (IL 395)
Augmented Scaevan Choker of Aiming	Loot	Scaevan Accessories of Aiming Coffer
Diaspore Choker of Fending	Loot	Deepgold Necklace Coffer (IL 395)
Voeburtite Necklace of Aiming	Instance	Dohn Mheg
Atrociraptorskin Necklace of Slaying	Loot	Bluespirit Necklace Coffer (IL 403)
Ravel Keeper's Choker of Aiming	Instance	The Qitana Ravel
Hematite Choker of Fending	Loot	White Oak Necklace Coffer (IL 385)
Ravel Keeper's Choker of Casting	Instance	The Qitana Ravel
Augmented Scaevan Choker of Fending	Loot	Scaevan Accessories of Fending Coffer
Voeburtite Necklace of Casting	Instance	Dohn Mheg
Atrociraptorskin Necklace of Aiming	Loot	Bluespirit Necklace Coffer (IL 403)
Omega Choker of Healing	Loot	Omega Necklace Coffer (IL 400)
Omega Choker of Casting	Loot	Omega Necklace Coffer (IL 400)
Diaspore Choker of Healing	Loot	Deepgold Necklace Coffer (IL 395)
Ascension Bracelet of Casting	Loot	Ascension Bracelet Coffer (IL 660)
Ascension Bracelet of Fending	Loot	Ascension Bracelet Coffer (IL 660)
Diaspore Choker of Aiming	Loot	Deepgold Necklace Coffer (IL 395)
Lakeland Necklace of Slaying	Instance	Holminster Switch
Ascension Bracelet of Slaying	Loot	Ascension Bracelet Coffer (IL 660)
Ascension Bracelet of Aiming	Loot	Ascension Bracelet Coffer (IL 660)
Ascension Bracelet of Healing	Loot	Ascension Bracelet Coffer (IL 660)
Voeburtite Necklace of Fending	Instance	Dohn Mheg
Voeburtite Necklace of Healing	Instance	Dohn Mheg
Augmented Scaevan Choker of Slaying	Loot	Scaevan Accessories of Slaying Coffer
Lakeland Necklace of Casting	Instance	Holminster Switch
Omega Choker of Fending	Loot	Omega Necklace Coffer (IL 400)
Atrociraptorskin Necklace of Fending	Loot	Bluespirit Necklace Coffer (IL 403)
Lakeland Necklace of Fending	Instance	Holminster Switch
Lakeland Necklace of Aiming	Instance	Holminster Switch
Plundered Duckbills	Instance	Sastasha	The Tam-Tara Deepcroft	Copperbell Mines
Acolyte's Thighboots	Instance	Sastasha	The Tam-Tara Deepcroft	Copperbell Mines
Wind-up Azeyma	Instance	Aglaia
Magitek Predator F1	Instance	Paglth'an
Starbird	Instance	The Dead Ends
Hippo Calf	Instance	Vanaspati
9S Automaton	Instance	The Tower at Paradigm's Breach
Teacup Kapikulu	Instance	Alzadaal's Legacy
Wind-up Scarmiglione	Instance	The Fell Court of Troia
Wind-up Anima	Instance	The Tower of Babil
Nosferatu	Instance	Asphodelos: The Fourth Circle	Asphodelos: The Fourth Circle (Savage)
Wind-up Magus Sisters	Instance	The Tower of Zot
Caduceus	Instance	Ktisis Hyperboreia
Prince Lunatender	Instance	Smileton
Optimus Omicron	Instance	The Stigma Dreamscape
Tiny Troll	Instance	The Aitiascope
High Allagan Thighboots of Healing	Loot	High Allagan Foot Gear Coffer (IL 110)
The Guardian's Greaves of Striking	Instance	Syrcus Tower
Amon's Boots	Instance	Syrcus Tower
Phlegethon's Sabatons	Instance	Syrcus Tower
The Guardian's Greaves of Maiming	Instance	Syrcus Tower
Picaroon's Leggings of Scouting	Instance	The Keeper of the Lake	The Wanderer's Palace (Hard)	Amdapor Keep (Hard)
Bogatyr's Thighboots of Aiming	Instance	The Keeper of the Lake	The Wanderer's Palace (Hard)	Amdapor Keep (Hard)
Varlet's Sabatons	Instance	The Keeper of the Lake	The Wanderer's Palace (Hard)	Amdapor Keep (Hard)
Picaroon's Leggings of Maiming	Instance	The Keeper of the Lake	The Wanderer's Palace (Hard)	Amdapor Keep (Hard)
High Allagan Boots of Aiming	Loot	High Allagan Foot Gear Coffer (IL 110)
Picaroon's Leggings of Striking	Instance	The Keeper of the Lake	The Wanderer's Palace (Hard)	Amdapor Keep (Hard)
High Allagan Boots of Casting	Loot	High Allagan Foot Gear Coffer (IL 110)
Warrior's Jackboots	Loot	Warrior's Armor Coffer (IL 90)
Heavy Allagan Sollerets	Loot	Allagan Foot Gear Coffer (IL 90)
Scylla's Boots of Casting	Instance	Syrcus Tower
Bogatyr's Thighboots of Healing	Instance	The Keeper of the Lake	The Wanderer's Palace (Hard)	Amdapor Keep (Hard)
Valor Sollerets	Loot	Valor Armor Coffer (IL 90)
Bogatyr's Thighboots of Casting	Instance	The Keeper of the Lake	The Wanderer's Palace (Hard)	Amdapor Keep (Hard)
Scylla's Boots of Healing	Instance	Syrcus Tower
Thundershower	Loot	Levin Weapon Coffer (IL 100)
Thundershower	Instance	The Striking Tree (Extreme)
High Allagan Pistol	Loot	High Allagan Weapon Coffer (IL 115)
High Allagan Pistol	Instance	The Second Coil of Bahamut - Turn 4	The Second Coil of Bahamut (Savage) - Turn 4
Pre-imperial Garlean Revolver	Instance	The Great Gubal Library
Expanse Handgonne	Loot	Expanse Weapon Coffer (IL 175)
Expanse Handgonne	Instance	The Limitless Blue (Extreme)
Martial Musketoon	Instance	The Dusk Vigil
Baldur Rimfire	Instance	Neverreap	The Fractal Continuum
Coffinmaker	Instance	Sohm Al
Wave Musketoon	Loot	Tidal Weapon Coffer (IL 95)
Wave Musketoon	Instance	The Whorleater (Extreme)
Dreadwyrm Handgonne	Loot	Dreadwyrm Weapon Coffer (IL 135)
Dreadwyrm Handgonne	Instance	The Final Coil of Bahamut - Turn 4
Smaller Stubby	Instance	The Tower at Paradigm's Breach
Gjallarhorn	Instance	The Aery
Allagan Pistol	Loot	Allagan Weapon Coffer (IL 95)
Allagan Pistol	Instance	The Binding Coil of Bahamut - Turn 5
Halonic Auditor's Musketoon	Instance	The Vault
True Ice Musketoon	Loot	Ice Weapon Coffer (IL 110)
True Ice Musketoon	Instance	The Akh Afah Amphitheatre (Extreme)
Warg Jacket of Fending	Instance	The Grand Cosmos
Forgefiend's Costume Apron	Loot	Forgefiend's Costume Coffer
Hammerfiend's Costume Apron	Loot	Hammerfiend's Costume Coffer
Tarnished Gordian Spring	Instance	Alexander - The Fist of the Father	Alexander - The Cuff of the Father	Alexander - The Arm of the Father	Alexander - The Burden of the Father
Warg Jacket of Aiming	Instance	The Grand Cosmos
Warg Jacket of Healing	Instance	The Grand Cosmos
Deltascape Bolt	Instance	Deltascape V1.0	Deltascape V2.0	Deltascape V3.0	Deltascape V4.0
Warg Jacket of Maiming	Instance	The Grand Cosmos
Warg Jacket of Striking	Instance	The Grand Cosmos
Sigmascape Shaft	Instance	Sigmascape V1.0	Sigmascape V2.0	Sigmascape V3.0	Sigmascape V4.0
Tarnished Gordian Crank	Instance	Alexander - The Fist of the Father	Alexander - The Cuff of the Father	Alexander - The Arm of the Father	Alexander - The Burden of the Father
Tarnished Gordian Bolt	Instance	Alexander - The Fist of the Father	Alexander - The Cuff of the Father	Alexander - The Arm of the Father	Alexander - The Burden of the Father
Tarnished Alexandrian Crank	Instance	Alexander - The Eyes of the Creator	Alexander - The Breath of the Creator	Alexander - The Heart of the Creator	Alexander - The Soul of the Creator
Greaves of Early Antiquity	Instance	Eden's Gate: Resurrection	Eden's Gate: Descent	Eden's Gate: Sepulture
Tarnished Alexandrian Pedal	Instance	Alexander - The Eyes of the Creator	Alexander - The Breath of the Creator	Alexander - The Soul of the Creator
Tarnished Midan Lens	Instance	Alexander - The Fist of the Son	Alexander - The Cuff of the Son	Alexander - The Arm of the Son
Tarnished Alexandrian Shaft	Instance	Alexander - The Eyes of the Creator	Alexander - The Breath of the Creator	Alexander - The Heart of the Creator	Alexander - The Soul of the Creator
Alphascape Spring	Instance	Alphascape V1.0	Alphascape V2.0	Alphascape V3.0	Alphascape V4.0
Tarnished Alexandrian Spring	Instance	Alexander - The Eyes of the Creator	Alexander - The Breath of the Creator	Alexander - The Heart of the Creator	Alexander - The Soul of the Creator
Tarnished Gordian Pedal	Instance	Alexander - The Fist of the Father	Alexander - The Cuff of the Father	Alexander - The Burden of the Father
Sigmascape Lens	Instance	Sigmascape V1.0	Sigmascape V2.0	Sigmascape V3.0
Deltascape Crystalloid	Instance	Deltascape V4.0
Chausses of Early Antiquity	Instance	Eden's Gate: Resurrection	Eden's Gate: Descent	Eden's Gate: Inundation	Eden's Gate: Sepulture
Sigmascape Pedal	Instance	Sigmascape V1.0	Sigmascape V2.0	Sigmascape V4.0
Deltascape Crank	Instance	Deltascape V1.0	Deltascape V2.0	Deltascape V3.0	Deltascape V4.0
Tarnished Midan Spring	Instance	Alexander - The Fist of the Son	Alexander - The Cuff of the Son	Alexander - The Arm of the Son	Alexander - The Burden of the Son
Tarnished Midan Pedal	Instance	Alexander - The Fist of the Son	Alexander - The Cuff of the Son	Alexander - The Burden of the Son
Tarnished Midan Crank	Instance	Alexander - The Fist of the Son	Alexander - The Cuff of the Son	Alexander - The Arm of the Son	Alexander - The Burden of the Son
Gauntlets of Early Antiquity	Instance	Eden's Gate: Resurrection	Eden's Gate: Descent	Eden's Gate: Inundation	Eden's Gate: Sepulture
Sigmascape Spring	Instance	Sigmascape V1.0	Sigmascape V2.0	Sigmascape V3.0	Sigmascape V4.0
Deltascape Lens	Instance	Deltascape V1.0	Deltascape V2.0	Deltascape V3.0
Tarnished Gordian Shaft	Instance	Alexander - The Fist of the Father	Alexander - The Cuff of the Father	Alexander - The Arm of the Father	Alexander - The Burden of the Father
Alphascape Shaft	Instance	Alphascape V1.0	Alphascape V2.0	Alphascape V3.0	Alphascape V4.0
